district_id,state,district_name,latitude,longitude,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source,,,,,,,,,
1701417,IL,Bluford Unit School District 318,38.3347583,-88.7576965,,,,,,,,,,,,,,,,,
1701418,IL,Salt Fork Community Unit School District 512,39.9796936,-87.7977469,,,,,,,,,,,,,,,,,
1701419,IL,Spring Garden Community Consolidated School District 178,38.2125411,-88.8748815,,,,,,,,,,,,,,,,,
1701422,IL,Woodlawn Unit District 209,38.3296675,-89.0510111,,,,,,,,,,,,,,,,,
1703150,IL,Addison School District 4,41.9301637,-88.0014633,,,,,,,,,,,,,,,,,
1703210,IL,Akin Community Consolidated School District 91,38.0007445,-88.768972,,,,,,,,,,,,,,,,,
1703270,IL,Albers School District 63,38.5522041,-89.6040279,,,,,,,,,,,,,,,,,
1703300,IL,Alden-Hebron School District 19,42.4526549,-88.4458896,,,,,,,,,,,,,,,,,
1703420,IL,Allen Township Community Consolidated School District 65,41.1437621,-88.6732577,,,,,,,,,,,,,,,,,
1703450,IL,Allendale Community Consolidated School District 17,38.5387999,-87.7332132,,,,,,,,,,,,,,,,,
1703480,IL,Alsip-Hazelgreen-Oaklawn School District 126,41.6789736,-87.744775,,,,,,,,,,,,,,,,,
1703510,IL,Altamont Community Unit School District 10,39.0231727,-88.7390014,,,,,,,,,,,,,,,,,
1703600,IL,Alton Community Unit School District 11,38.9471725,-90.1609242,,,,,,,,,,,,,,,,,
1703660,IL,Alwood Community Unit School District 225,41.2040805,-90.3267568,,,,,,,,,,,,,,,,,
1703690,IL,Amboy Community Unit School District 272,41.6858092,-89.3721205,,,,,,,,,,,,,,,,,
1703750,IL,Anna Community Consolidated School District 37,37.4521638,-89.1722751,,,,,,,,,,,,,,,,,
1703780,IL,Anna Jonesboro Community High School District 81,37.4712354,-89.1913985,,,,,,,,,,,,,,,,,
1703810,IL,Annawan Community Unit School District 226,41.418423,-89.8964817,,,,,,,,,,,,,,,,,
1703840,IL,Antioch Community Consolidated School District 34,42.4686276,-88.0772894,,,,,,,,,,,,,,,,,
1703870,IL,Antioch Community High School District 117,42.4519009,-88.0898435,,,,,,,,,,,,,,,,,
1703900,IL,Aptakisic-Tripp Community Consolidated School District,42.1687326,-87.9395045,,,,,,,,,,,,,,,,,
1703930,IL,Arbor Park School District 145,41.5916137,-87.7500685,,,,,,,,,,,,,,,,,
1703960,IL,Arcola Consolidated Unit School District 306,39.6755388,-88.2774386,,,,,,,,,,,,,,,,,
1703990,IL,Argenta-Oreana Community Unit School District 1,39.975833,-88.8357393,,,,,,,,,,,,,,,,,
1704020,IL,Argo Community High School District 217,41.7598003,-87.8289776,,,,,,,,,,,,,,,,,
1704050,IL,Summit School District 104,41.7800813,-87.8152658,,,,,,,,,,,,,,,,,
1704140,IL,Arlington Heights School District 25,42.0923863,-87.9816727,,,,,,,,,,,,,,,,,
1704170,IL,Township High School District 214,42.0762484,-87.9617537,,,,,,,,,,,,,,,,,
1704200,IL,Armstrong-Ellis Consolidated School District 61,40.2630582,-87.8733238,,,,,,,,,,,,,,,,,
1704230,IL,Armstrong Township High School District 225,40.2823717,-87.9020276,,,,,,,,,,,,,,,,,
1704260,IL,Arthur Community Unit School District 305,39.7466269,-88.5387792,,,,,,,,,,,,,,,,,
1704340,IL,Ashley Community Consolidated School District 15,38.2968484,-89.1906783,,,,,,,,,,,,,,,,,
1704380,IL,Ashton Community Unit School District 275,41.8232958,-89.2413951,,,,,,,,,,,,,,,,,
1704440,IL,Astoria Community Unit School District 1,40.2055017,-90.3113834,,,,,,,,,,,,,,,,,
1704470,IL,Athens Community Unit School District 213,39.9505739,-89.6854944,,,,,,,,,,,,,,,,,
1704560,IL,Atwood Heights School District 125,41.6804834,-87.6912439,,,,,,,,,,,,,,,,,
1704620,IL,Auburn Community Unit School District 10,39.585289,-89.726065,,,,,,,,,,,,,,,,,
1704680,IL,Aurora East Unit School District 131,41.759032,-88.2905286,,,,,,,,,,,,,,,,,
1704710,IL,Aurora West Unit School District 129,41.7800954,-88.3572518,,,,,,,,,,,,,,,,,
1704740,IL,Aviston School District 21,38.614071,-89.5982347,,,,,,,,,,,,,,,,,
1704770,IL,Central Community High School District 71,38.6059576,-89.5269379,,,,,,,,,,,,,,,,,
1704800,IL,Avoca School District 37,42.0895105,-87.7583568,,,,,,,,,,,,,,,,,
1704920,IL,Ball-Chatham Community Unit School District 5,39.6763633,-89.6612973,,,,,,,,,,,,,,,,,
1704950,IL,Bannockburn School District 106,42.1922265,-87.8698114,,,,,,,,,,,,,,,,,
1705050,IL,Barrington Community Unit School District 220,42.1464981,-88.1646544,,,,,,,,,,,,,,,,,
1705160,IL,Bartelso School District 57,38.5206441,-89.4599985,,,,,,,,,,,,,,,,,
1705190,IL,Bartonville School District 66,40.6434154,-89.6516385,,,,,,,,,,,,,,,,,
1705220,IL,Batavia Unit School District 101,41.8392959,-88.3199354,,,,,,,,,,,,,,,,,
1705310,IL,Beardstown Community Unit School District 15,40.0082078,-90.3811798,,,,,,,,,,,,,,,,,
1705430,IL,Beecher Community Unit School District 200U,41.3439773,-87.6163301,,,,,,,,,,,,,,,,,
1705460,IL,Beecher City Community Unit School District 20,39.1807324,-88.7377669,,,,,,,,,,,,,,,,,
1705466,IL,Marseilles Elementary School District 150,41.3271768,-88.6985626,,,,,,,,,,,,,,,,,
1705570,IL,Opdyke-Belle Rive Community Consolidated School District 5,38.2055381,-88.7709606,,,,,,,,,,,,,,,,,
1705580,IL,Belle Valley School District 119,38.5037738,-89.945743,,,,,,,,,,,,,,,,,
1705610,IL,Belleville School District 118,38.5049072,-90.0072335,,,,,,,,,,,,,,,,,
1705640,IL,Belleville Township High School District 201,38.5078405,-90.0394624,,,,,,,,,,,,,,,,,
1705760,IL,Bellwood School District 88,41.8865676,-87.8729916,,,,,,,,,,,,,,,,,
1705790,IL,Belvidere Consolidated Unit School District 100,42.2637458,-88.8313535,,,,,,,,,,,,,,,,,
1705820,IL,Bement Community Unit School District 5,39.9142424,-88.5476519,,,,,,,,,,,,,,,,,
1705880,IL,Benjamin School District 25,41.911585,-88.1724174,,,,,,,,,,,,,,,,,
1705910,IL,Bensenville School District 2,41.9570848,-87.9454736,,,,,,,,,,,,,,,,,
1705950,IL,Benton Community Consolidated School District 47,37.9947671,-88.9233405,,,,,,,,,,,,,,,,,
1705970,IL,Benton Consolidated High School District 103,38.0431026,-88.8459047,,,,,,,,,,,,,,,,,
1706000,IL,Berkeley School District 87,41.8964789,-87.9028707,,,,,,,,,,,,,,,,,
1706060,IL,Berwyn North School District 98,41.8579089,-87.7914008,,,,,,,,,,,,,,,,,
1706090,IL,Berwyn South School District 100,41.836026,-87.7906877,,,,,,,,,,,,,,,,,
1706120,IL,Bethalto Consolidated Unit School District 8,38.9094376,-90.0434424,,,,,,,,,,,,,,,,,
1706180,IL,Bethel School District 82,38.2826894,-88.9079193,,,,,,,,,,,,,,,,,
1706270,IL,Big Hollow School District 38,42.3533544,-88.1622711,,,,,,,,,,,,,,,,,
1706390,IL,Bismarck-Henning Consolidated Unit School District,40.2445328,-87.6387268,,,,,,,,,,,,,,,,,
1706420,IL,Bloom Township High School District 206,41.503125,-87.6056812,,,,,,,,,,,,,,,,,
1706450,IL,Bloomingdale School District 13,41.9558485,-88.0790904,,,,,,,,,,,,,,,,,
1706480,IL,Bloomington School District 87,40.4774724,-88.9732746,,,,,,,,,,,,,,,,,
1706510,IL,Cook County School District 130,41.6566955,-87.7158019,,,,,,,,,,,,,,,,,
1706540,IL,Community High School District 218,41.6702888,-87.7358926,,,,,,,,,,,,,,,,,
1706600,IL,Scott-Morgan Consolidated Unit School District 2,39.723571,-90.555355,,,,,,,,,,,,,,,,,
1706750,IL,Bourbonnais School District 53,41.1809334,-87.8994151,,,,,,,,,,,,,,,,,
1706840,IL,Braceville School District 75,41.2234884,-88.272114,,,,,,,,,,,,,,,,,
1706880,IL,Bradford Community Unit School District 1,41.1692542,-89.6474827,,,,,,,,,,,,,,,,,
1706930,IL,Bradley School District 61,41.1513417,-87.8563354,,,,,,,,,,,,,,,,,
1706960,IL,Bradley-Bourbonnais Consolidated High School District 307,41.1830005,-87.8612096,,,,,,,,,,,,,,,,,
1707010,IL,Breese School District 12,38.6493564,-89.4814523,,,,,,,,,,,,,,,,,
1707050,IL,Bremen Community High School District 228,41.5987613,-87.7324748,,,,,,,,,,,,,,,,,
1707170,IL,Indian Springs School District 109,41.7534009,-87.8269406,,,,,,,,,,,,,,,,,
1707200,IL,Brimfield Community Unit School District 309,40.8283712,-89.844853,,,,,,,,,,,,,,,,,
1707290,IL,Lemont-Bromberek Combined School District 113A,41.6739756,-87.9725592,,,,,,,,,,,,,,,,,
1707320,IL,Brookfield School District 95,41.8312151,-87.8516623,,,,,,,,,,,,,,,,,
1707440,IL,Brownstown Community Unit School District 201,38.9995506,-88.9637903,,,,,,,,,,,,,,,,,
1707650,IL,Paxton-Buckley-Loda Community Unit School District 10,40.52012,-88.0870033,,,,,,,,,,,,,,,,,
1707740,IL,Buncombe Consolidated School District 43,37.4492833,-88.9875832,,,,,,,,,,,,,,,,,
1707770,IL,Bunker Hill Community Unit School District 8,39.0475525,-89.9560901,,,,,,,,,,,,,,,,,
1707830,IL,Central Community Unit School District 301,42.0154285,-88.4837692,,,,,,,,,,,,,,,,,
1707860,IL,Burnham School District 154-5,41.6349743,-87.5348725,,,,,,,,,,,,,,,,,
1707950,IL,Bushnell-Prairie City Community Unit School District 170,40.5623114,-90.4608548,,,,,,,,,,,,,,,,,
1707980,IL,Butler School District 53,41.8338163,-87.9517732,,,,,,,,,,,,,,,,,
1708010,IL,Byron Community Unit School District 226,42.1447049,-89.2804156,,,,,,,,,,,,,,,,,
1708040,IL,Cahokia Community Unit School District 187,38.5665893,-90.1559576,,,,,,,,,,,,,,,,,
1708070,IL,Cairo Community Unit School District 1,37.0985049,-89.3350147,,,,,,,,,,,,,,,,,
1708100,IL,Lincoln Elementary School District 156,41.6098568,-87.5392406,,,,,,,,,,,,,,,,,
1708130,IL,Calumet Public School District 132,41.6603137,-87.6577657,,,,,,,,,,,,,,,,,
1708160,IL,Cambridge Community Unit School District 227,41.2936042,-90.1800095,,,,,,,,,,,,,,,,,
1708220,IL,Camp Point Community Unit School District 3,40.0484524,-91.0401828,,,,,,,,,,,,,,,,,
1708250,IL,Trico Community Unit School District 176,37.8776228,-89.5530302,,,,,,,,,,,,,,,,,
1708280,IL,Canton Union School District 66,40.5423774,-90.012592,,,,,,,,,,,,,,,,,
1708310,IL,Carbon Cliff-Barstow School District 36,41.5093901,-90.3651176,,,,,,,,,,,,,,,,,
1708340,IL,Carbondale Elementary School District 95,37.7478765,-89.2090139,,,,,,,,,,,,,,,,,
1708370,IL,Carbondale Community High School District 165,37.7062864,-89.1991655,,,,,,,,,,,,,,,,,
1708400,IL,Consolidated High School District 230,41.641466,-87.8519166,,,,,,,,,,,,,,,,,
1708430,IL,Carlinville Community Unit School District 1,39.2684097,-89.9053868,,,,,,,,,,,,,,,,,
1708460,IL,Carlyle Community Unit School District 1,38.6294717,-89.2985642,,,,,,,,,,,,,,,,,
1708500,IL,Carmi-White County Community Unit School District 5,38.0901525,-88.1238789,,,,,,,,,,,,,,,,,
1708550,IL,Community Unit School District 300,42.1169725,-88.3891977,,,,,,,,,,,,,,,,,
1708580,IL,Carrier Mills-Stonefort Community Unit School District,37.6544771,-88.6570363,,,,,,,,,,,,,,,,,
1708610,IL,Carrollton Community Unit School District 1,39.285258,-90.4711694,,,,,,,,,,,,,,,,,
1708640,IL,Carterville Community Unit School District 5,37.7354417,-89.089217,,,,,,,,,,,,,,,,,
1708730,IL,Cary Community Consolidated School District 26,42.2212249,-88.2294279,,,,,,,,,,,,,,,,,
1708790,IL,Cass School District 63,41.7295322,-87.9741226,,,,,,,,,,,,,,,,,
1708970,IL,Center Cass School District 66,41.7358862,-88.0102123,,,,,,,,,,,,,,,,,
1709100,IL,Central A & M Community Unit School District 21,39.5611417,-89.0021496,,,,,,,,,,,,,,,,,
1709150,IL,Central School District 51,40.7188722,-89.4609031,,,,,,,,,,,,,,,,,
1709170,IL,Central School District 104,38.5881952,-89.9466992,,,,,,,,,,,,,,,,,
1709180,IL,Central City School District 133,38.5542595,-89.0818758,,,,,,,,,,,,,,,,,
1709210,IL,Lockport School District 91,41.5892583,-88.0480213,,,,,,,,,,,,,,,,,
1709270,IL,Centralia School District 135,38.5099345,-89.109342,,,,,,,,,,,,,,,,,
1709300,IL,Centralia High School District 200,38.4765831,-89.1266608,,,,,,,,,,,,,,,,,
1709330,IL,Cerro Gordo Community Unit School District 100,39.8748693,-88.736985,,,,,,,,,,,,,,,,,
1709400,IL,Chadwick-Milledgeville Community Unit School District 399,41.9666215,-89.8291913,,,,,,,,,,,,,,,,,
1709420,IL,Champaign Community Unit School District 4,40.1308395,-88.2837376,,,,,,,,,,,,,,,,,
1709510,IL,Chaney-Monge School District 88,41.5744223,-88.0900198,,,,,,,,,,,,,,,,,
1709540,IL,Channahon School District 17,41.4245443,-88.2087836,,,,,,,,,,,,,,,,,
1709600,IL,Charleston Community Unit School District 1,39.4908001,-88.151179,,,,,,,,,,,,,,,,,
1709780,IL,Chester Non-High School District 122,38.0723787,-90.0975553,,,,,,,,,,,,,,,,,
1709810,IL,Chester Community Unit School District 139,37.9243039,-89.8180072,,,,,,,,,,,,,,,,,
1709850,IL,Chester-East Lincoln Community Csd 61,40.1435063,-89.2801683,,,,,,,,,,,,,,,,,
1709930,IL,Chicago Public School District 299,41.8368268,-87.6824319,,,,,,,,,,,,,,,,,
1709960,IL,Chicago Heights School District 170,41.5044946,-87.6438187,,,,,,,,,,,,,,,,,
1709990,IL,Chicago Ridge School District 127-5,41.6991145,-87.7729066,,,,,,,,,,,,,,,,,
1710200,IL,Cicero School District 99,41.8437413,-87.7588376,,,,,,,,,,,,,,,,,
1710240,IL,North Wayne Community Unit School District 200,38.5054034,-88.3746259,,,,,,,,,,,,,,,,,
1710290,IL,Cissna Park Community Unit School District 6,40.5721974,-87.8910161,,,,,,,,,,,,,,,,,
1710340,IL,Clay City Community Unit District 10,38.7010867,-88.3435646,,,,,,,,,,,,,,,,,
1710380,IL,Skokie School District 73-5,42.0295696,-87.7241633,,,,,,,,,,,,,,,,,
1710410,IL,Central Community Unit School District 4,40.9501862,-87.9530351,,,,,,,,,,,,,,,,,
1710440,IL,Clinton Community Unit School District 15,40.1714644,-88.9707249,,,,,,,,,,,,,,,,,
1710470,IL,Community Consolidated School District 93,41.9333926,-88.1290431,,,,,,,,,,,,,,,,,
1710530,IL,Coal City Community Unit School District 1,41.3103089,-88.2995758,,,,,,,,,,,,,,,,,
1710570,IL,Cobden School Unit District 17,37.5690733,-89.2900058,,,,,,,,,,,,,,,,,
1710650,IL,Collinsville Community Unit School District 10,38.6849168,-89.9976291,,,,,,,,,,,,,,,,,
1710690,IL,Colona School District 190,41.4835977,-90.3558806,,,,,,,,,,,,,,,,,
1710740,IL,Columbia Community Unit School District 4,38.4474704,-90.2111999,,,,,,,,,,,,,,,,,
1710790,IL,Hamilton County Community Unit School District 10,38.0937986,-88.5642183,,,,,,,,,,,,,,,,,
1710800,IL,Oakwood Community Unit School District 76,40.1364993,-87.8235051,,,,,,,,,,,,,,,,,
1710820,IL,Westville Community Unit School District 2,40.0537715,-87.6099113,,,,,,,,,,,,,,,,,
1710830,IL,Triopia Community Unit School District 27,39.8458245,-90.3797881,,,,,,,,,,,,,,,,,
1710860,IL,Cornell Community Consolidated School District 426,40.9935122,-88.7233485,,,,,,,,,,,,,,,,,
1710950,IL,Ford Heights School District 169,41.5103245,-87.5951144,,,,,,,,,,,,,,,,,
1710980,IL,Coulterville Unit School District 1,38.174584,-89.6196627,,,,,,,,,,,,,,,,,
1711010,IL,Country Club Hills School District 160,41.5508767,-87.7340158,,,,,,,,,,,,,,,,,
1711100,IL,Crab Orchard Community Unit School District 3,37.6965408,-88.758837,,,,,,,,,,,,,,,,,
1711220,IL,Creston Community Consolidated School District 161,41.9459693,-88.9783063,,,,,,,,,,,,,,,,,
1711250,IL,Crete-Monee Community Unit School District 201-U,41.4249754,-87.6527298,,,,,,,,,,,,,,,,,
1711290,IL,Creve Coeur School District 76,40.6423587,-89.5923199,,,,,,,,,,,,,,,,,
1711350,IL,Crystal Lake Community Consolidated School District 47,42.2420354,-88.3367973,,,,,,,,,,,,,,,,,
1711370,IL,Community High School District 155,42.2416419,-88.300028,,,,,,,,,,,,,,,,,
1711400,IL,Fulton County Community Unit School District 3,40.4972364,-90.2555437,,,,,,,,,,,,,,,,,
1711520,IL,Cypress School District 64,37.3623478,-88.9774278,,,,,,,,,,,,,,,,,
1711610,IL,Dakota Community Unit School District 201,42.3921094,-89.5090043,,,,,,,,,,,,,,,,,
1711700,IL,Dalzell School District 98,41.3645458,-89.1739373,,,,,,,,,,,,,,,,,
1711730,IL,Damiansville School District 62,38.5063131,-89.6171242,,,,,,,,,,,,,,,,,
1711790,IL,Danville Community Consolidated School District 118,40.1345627,-87.6171244,,,,,,,,,,,,,,,,,
1711850,IL,Decatur School District 61,39.8471972,-88.9375119,,,,,,,,,,,,,,,,,
1711880,IL,Deer Creek-Mackinaw Community Unit School District 701,40.5629535,-89.347061,,,,,,,,,,,,,,,,,
1711910,IL,Deer Park Community Consolidated School District 82,41.2763206,-88.9560492,,,,,,,,,,,,,,,,,
1711980,IL,Deerfield School District 109,42.1682342,-87.8683085,,,,,,,,,,,,,,,,,
1712000,IL,DeKalb Community Unit School District 428,41.9142773,-88.7938478,,,,,,,,,,,,,,,,,
1712030,IL,DeLand-Weldon Community Unit School District 57,40.1168008,-88.7036353,,,,,,,,,,,,,,,,,
1712060,IL,Delavan Community Unit School District 703,40.3741278,-89.5371174,,,,,,,,,,,,,,,,,
1712090,IL,Depue Community Unit School District 103,41.3295654,-89.3037364,,,,,,,,,,,,,,,,,
1712120,IL,Des Plaines Community Consolidated School District 62,42.032915,-87.8912651,,,,,,,,,,,,,,,,,
1712150,IL,De Soto Consolidated School District 86,37.8132024,-89.2200765,,,,,,,,,,,,,,,,,
1712210,IL,Diamond Lake School District 76,42.2423672,-88.0022816,,,,,,,,,,,,,,,,,
1712240,IL,Dieterich Community Unit School District 30,39.0209148,-88.42812,,,,,,,,,,,,,,,,,
1712270,IL,Dimmick Community Consolidated School District 175,41.4036125,-89.1355524,,,,,,,,,,,,,,,,,
1712330,IL,Dixon Unit School District 170,41.843598,-89.4805413,,,,,,,,,,,,,,,,,
1712420,IL,Dolton School District 149,41.624129,-87.5794488,,,,,,,,,,,,,,,,,
1712450,IL,Dolton School District 148,41.6362247,-87.6241852,,,,,,,,,,,,,,,,,
1712480,IL,Dongola School Unit District 66,37.3809789,-89.1469603,,,,,,,,,,,,,,,,,
1712510,IL,Donovan Community Unit School District 3,40.8980635,-87.6411496,,,,,,,,,,,,,,,,,
1712540,IL,Downers Grove Grade School District 58,41.7971984,-88.014546,,,,,,,,,,,,,,,,,
1712570,IL,Community High School District 99,41.7761556,-88.0217838,,,,,,,,,,,,,,,,,
1712700,IL,Dunlap Community Unit School District 323,40.8420906,-89.6764284,,,,,,,,,,,,,,,,,
1712720,IL,Dupo Community Unit School District 196,38.5245302,-90.1987699,,,,,,,,,,,,,,,,,
1712760,IL,Du Quoin Community Unit School District 300,38.0229671,-89.2291578,,,,,,,,,,,,,,,,,
1712810,IL,Durand Community Unit School District 322,42.4388377,-89.3167508,,,,,,,,,,,,,,,,,
1712840,IL,Dwight Common School District 232,41.0855062,-88.4474859,,,,,,,,,,,,,,,,,
1712870,IL,Dwight Township High School District 230,41.0729988,-88.4631538,,,,,,,,,,,,,,,,,
1712930,IL,Earlville Community Unit School District 9,41.5866276,-88.9206038,,,,,,,,,,,,,,,,,
1712960,IL,East Alton School District 13,38.8818515,-90.1041408,,,,,,,,,,,,,,,,,
1712990,IL,East Alton-Wood River Community High School District 14,38.8393728,-90.1019904,,,,,,,,,,,,,,,,,
1713050,IL,East Dubuque Community Unit School District 119,42.4865123,-90.5683485,9/8/2020,2,2,3,3,,1,https://www.telegraphherald.com/coronavirus/article_275d1844-02e7-5066-ae86-c9d74df83028.html,,,,,,,,,
1713140,IL,East Maine School District 63,42.0482288,-87.8348014,,,,,,,,,,,,,,,,,
1713170,IL,East Moline School District 37,41.5035554,-90.4292269,,,,,,,,,,,,,,,,,
1713230,IL,East Peoria Community High School District 309,40.6741311,-89.5458262,,,,,,,,,,,,,,,,,
1713240,IL,East Peoria School District 86,40.6792169,-89.5418678,,,,,,,,,,,,,,,,,
1713260,IL,East Prairie School District 73,42.0179844,-87.7239953,,,,,,,,,,,,,,,,,
1713290,IL,Richland County Community Unit School District 1,38.7052685,-88.0985359,,,,,,,,,,,,,,,,,
1713320,IL,East St. Louis School District 189,38.6162038,-90.1054892,,,,,,,,,,,,,,,,,
1713370,IL,Edgar County Community Unit District 6,39.7965354,-87.6459657,,,,,,,,,,,,,,,,,
1713410,IL,Edinburg Community Unit School District 4,39.6566463,-89.3811956,,,,,,,,,,,,,,,,,
1713440,IL,Lindop School District 92,41.8587397,-87.8540172,,,,,,,,,,,,,,,,,
1713500,IL,Edwards County Community Unit School District 1,38.4194803,-88.0685354,,,,,,,,,,,,,,,,,
1713530,IL,Edwardsville Community Unit School District 7,38.8679242,-89.941649,,,,,,,,,,,,,,,,,
1713560,IL,Effingham Community Unit School District 40,39.0389728,-88.5879194,,,,,,,,,,,,,,,,,
1713590,IL,Egyptian Community Unit School District 5,37.2057658,-89.3398145,,,,,,,,,,,,,,,,,
1713660,IL,Eldorado Community Unit School District 4,37.8498752,-88.4514921,,,,,,,,,,,,,,,,,
1713710,IL,School District U-46,42.0049332,-88.2432665,,,,,,,,,,,,,,,,,
1713770,IL,Community Consolidated School District 59,42.0234889,-87.9773126,,,,,,,,,,,,,,,,,
1713860,IL,Elverado Community Unit School District 196,37.889217,-89.2926305,,,,,,,,,,,,,,,,,
1713920,IL,Tri-Valley Community Unit School District 3,40.4360944,-88.7996795,,,,,,,,,,,,,,,,,
1713940,IL,DuPage High School District 88,41.9021667,-87.9903629,,,,,,,,,,,,,,,,,
1713970,IL,Elmhurst School District 205,41.8980804,-87.9412073,,,,,,,,,,,,,,,,,
1714050,IL,Elmwood Community Unit School District 322,40.7578826,-89.8836653,,,,,,,,,,,,,,,,,
1714100,IL,Elmwood Park Community Unit School District 401,41.9222301,-87.8173393,,,,,,,,,,,,,,,,,
1714160,IL,Elwood Community Consolidated School District 203,41.4120769,-88.1005053,,,,,,,,,,,,,,,,,
1714220,IL,Harmony Emge School District 175,38.5500867,-90.0636955,,,,,,,,,,,,,,,,,
1714250,IL,Emmons School District 33,42.4574813,-88.1088545,,,,,,,,,,,,,,,,,
1714350,IL,Erie Community Unit School District 1,41.6903973,-90.1097128,,,,,,,,,,,,,,,,,
1714410,IL,Eswood Community Consolidated District 269,42.0265856,-88.9745592,,,,,,,,,,,,,,,,,
1714430,IL,Eureka Community Unit District 140,40.6839621,-89.2284152,,,,,,,,,,,,,,,,,
1714460,IL,Evanston Community Consolidated School District 65,42.047117,-87.6971114,,,,,,,,,,,,,,,,,
1714490,IL,Evanston Township High School District 202,42.047117,-87.6971114,,,,,,,,,,,,,,,,,
1714550,IL,Evergreen Park Elementary School District 124,41.7212749,-87.7013342,,,,,,,,,,,,,,,,,
1714580,IL,Evergreen Park Community High School District 231,41.7212749,-87.7013342,,,,,,,,,,,,,,,,,
1714640,IL,Ewing Northern Community Consolidated District 115,38.0834593,-88.8530066,,,,,,,,,,,,,,,,,
1714710,IL,Fairfield Public School District 112,38.3618468,-88.3244945,,,,,,,,,,,,,,,,,
1714760,IL,Fairmont School District 89,41.564013,-88.0483459,,,,,,,,,,,,,,,,,
1714820,IL,Skokie-Fairview School District 72,42.0150825,-87.7606951,,,,,,,,,,,,,,,,,
1714940,IL,Farrington Community Consolidated School District 99,38.4281967,-88.7570471,,,,,,,,,,,,,,,,,
1715030,IL,Fenton Community High School District 100,41.9658652,-87.9616282,,,,,,,,,,,,,,,,,
1715090,IL,Field Community Consolidated School District 3,38.4123858,-88.8576415,,,,,,,,,,,,,,,,,
1715100,IL,Fieldcrest Community Unit School District 6,40.9732279,-89.0445197,,,,,,,,,,,,,,,,,
1715180,IL,Fisher Community Unit School District 1,40.3185257,-88.3347532,,,,,,,,,,,,,,,,,
1715400,IL,Flora Community Unit School District 35,38.6436485,-88.5545964,,,,,,,,,,,,,,,,,
1715420,IL,Flossmoor School District 161,41.5414833,-87.6808973,,,,,,,,,,,,,,,,,
1715450,IL,Forest Park School District 91,41.8672338,-87.8141713,,,,,,,,,,,,,,,,,
1715480,IL,Forest Ridge School District 142,41.6241505,-87.7525901,,,,,,,,,,,,,,,,,
1715490,IL,Forrestville Valley Community Unit School District 221,42.164593,-89.5264966,,,,,,,,,,,,,,,,,
1715630,IL,Fox Lake Grade School District 114,42.4199702,-88.1811052,,,,,,,,,,,,,,,,,
1715660,IL,Fox River Grove Consolidated School District 3,42.1923909,-88.2222868,,,,,,,,,,,,,,,,,
1715700,IL,Frankfort Community Consolidated School District 157C,41.4883484,-87.8565,,,,,,,,,,,,,,,,,
1715750,IL,Franklin Community Unit School District 1,39.666422,-90.0718983,,,,,,,,,,,,,,,,,
1715780,IL,Franklin Park School District 84,41.9303851,-87.8638124,,,,,,,,,,,,,,,,,
1715820,IL,Freeburg Community Consolidated School District 70,38.4142826,-89.8969075,,,,,,,,,,,,,,,,,
1715840,IL,Freeburg Community High School District 77,38.401663,-89.908914,,,,,,,,,,,,,,,,,
1715880,IL,Community Unit School District 2,41.500969,-88.759151,,,,,,,,,,,,,,,,,
1715900,IL,Freeport School District 145,42.2971895,-89.6239261,,,,,,,,,,,,,,,,,
1715930,IL,Fremont School District 79,42.2793056,-88.0627794,,,,,,,,,,,,,,,,,
1716020,IL,Galatia Community Unit School District 1,37.8395467,-88.6348475,,,,,,,,,,,,,,,,,
1716050,IL,Galena Unit School District 120,42.4261281,-90.4334989,,,,,,,,,,,,,,,,,
1716080,IL,Galesburg Community Unit School District 205,40.9695656,-90.4121861,,,,,,,,,,,,,,,,,
1716140,IL,Galva Community Unit School District 224,41.2001518,-90.0698072,,,,,,,,,,,,,,,,,
1716230,IL,Gardner Community Consolidated School District 72C,41.1893157,-88.3349387,,,,,,,,,,,,,,,,,
1716260,IL,Gardner-South Wilmington Township High School District,41.189747,-88.3083297,,,,,,,,,,,,,,,,,
1716290,IL,Gavin School District 37,42.3927268,-88.1378994,,,,,,,,,,,,,,,,,
1716320,IL,Geff Community Consolidated School District 14,38.4274057,-88.4077369,,,,,,,,,,,,,,,,,
1716350,IL,Geneseo Community Unit School District 228,41.4533154,-90.1260406,,,,,,,,,,,,,,,,,
1716380,IL,Geneva Community Unit School District 304,41.8783425,-88.3420718,,,,,,,,,,,,,,,,,
1716410,IL,Genoa-Kingston Community Unit School District 424,42.1072087,-88.6922802,,,,,,,,,,,,,,,,,
1716530,IL,Germantown School District 60,38.5174977,-89.5406471,,,,,,,,,,,,,,,,,
1716560,IL,Germantown Hills School District 69,40.7663495,-89.4777,,,,,,,,,,,,,,,,,
1716590,IL,Giant City Community Consolidated School District 130,37.6525196,-89.1424349,,,,,,,,,,,,,,,,,
1716650,IL,Gifford Community Consolidated School District 188,40.3192929,-88.0112592,,,,,,,,,,,,,,,,,
1716680,IL,Gillespie Community Unit School District 7,39.1461056,-89.826661,,,,,,,,,,,,,,,,,
1716800,IL,Glen Ellyn School District 41,41.8849781,-88.0615883,,,,,,,,,,,,,,,,,
1716830,IL,Glenbard Township High School District 87,41.8936718,-88.072866,,,,,,,,,,,,,,,,,
