district_id,latitude,longitude,county_name,student_count,teacher_count,school_count,district_name,state,date,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source
0512060,35.3081371,-093.1668752,Pope County,5418,437,10,Russellville Schools,AR,2020-09-07,,30,,9,11,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512090,36.3681771,-091.8154263,Fulton County,854,70,2,Salem School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512180,35.3492618,-093.5209894,Logan County,424,40,2,Scranton School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512210,35.2981426,-091.8281395,White County,4054,309,6,Searcy School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512420,35.6483786,-092.3231462,Van Buren County,354,37,2,Shirley School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512450,36.1454492,-094.4550310,Benton County,4413,292,6,Siloam Springs Schools,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512480,36.2465987,-091.2093609,Lawrence County,758,56,2,Sloan-Hendrix School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512510,33.3179237,-092.8034009,Union County,1195,105,3,Smackover-Norphlet School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512520,35.1764499,-092.6872380,Conway County,2334,192,6,South Conway County School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512540,35.6868674,-091.5962150,Independence County,2245,153,4,Southside School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512570,35.4426505,-092.3774339,Van Buren County,553,58,2,South Side-Bee Branch School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512630,33.5510579,-093.6616686,Hempstead County,611,55,2,Spring Hill School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512660,36.1826970,-094.1198368,Washington County,23350,1564,29,Springdale School District,AR,2020-09-07,,59,,11,18,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512930,33.1209517,-092.2972614,Union County,301,30,1,Strong School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0512960,34.4606791,-091.4931195,Arkansas County,1603,118,4,Stuttgart School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513080,36.2777637,-090.6675796,Greene County,3807,255,6,Greene County Technical School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513110,33.4682225,-093.9286728,Miller County,4240,302,9,Texarkana School District,AR,2020-09-07,,7,,8,7,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513230,35.7395931,-091.1384165,Jackson County,964,74,3,Jackson County School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513350,36.1683195,-093.0022865,Boone County,866,108,3,Valley Springs School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513380,35.7590366,-090.7947828,Craighead County,2883,195,4,Valley View School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513410,35.4407541,-094.2988725,Crawford County,5832,438,11,Van Buren School District,AR,2020-09-07,,32,,7,7,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513530,35.0692689,-092.2307809,Faulkner County,3149,214,5,Vilonia School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513560,36.3802040,-092.0606676,Fulton County,376,59,2,Viola School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513680,34.8531973,-094.0519539,Scott County,1611,126,3,Waldron School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0513930,34.1451136,-092.1455959,Jefferson County,2472,167,5,Watson Chapel School District,AR,2020-09-07,,15,,10,8,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514010,35.8486353,-094.1989930,Washington County,1024,100,3,West Fork School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514020,35.4664473,-093.6399884,Johnson County,654,57,2,Westside School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514040,35.6035645,-092.1424011,Cleburne County,488,44,2,West Side School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514140,34.3617894,-092.1335114,Jefferson County,2971,190,6,White Hall School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514370,35.3650153,-092.7572671,Conway County,500,49,2,Wonderview School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514400,33.8732549,-092.0322959,Cleveland County,559,38,2,Woodlawn School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514430,35.2371843,-090.7489813,Cross County,2605,219,4,Wynne Public Schools,AR,2020-09-07,,11,,6,11,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
0514490,36.2384114,-092.6822224,Marion County,824,75,2,Yellville-Summit School District,AR,2020-09-07,,,,,,,https://www.healthy.arkansas.gov/images/uploads/pdf/School_Report_09072020.pdf
1200030,29.6757403,-082.3572210,Alachua County,29845,1533,64,Alachua County School District,FL,2020-09-12,7,11,2,11,,,https://fl02219191.schoolwires.net/Page/30112
1200060,30.3244416,-082.3022838,Baker County,5060,282,9,Baker County School District,FL,2020-09-01,,,,,,,
1200090,30.2382176,-085.6316798,Bay County,28129,1645,48,Bay County School District,FL,2020-09-12,,,,,4,24,http://www.bay.k12.fl.us/COVID%2019
1200120,29.9523863,-082.1666793,Bradford County,3162,202,12,Bradford County School District,FL,2020-09-01,,,,,,,
1200150,28.2983112,-080.7003334,Brevard County,73734,4502,113,Brevard County School District,FL,2020-09-01,20,28,3,4,,,https://www.brevardschools.org/COVID-19
1200180,26.1935353,-080.4766834,Broward County,270978,14345,328,Broward County School District,FL,2020-09-01,,,,,,,
1200210,30.3888013,-085.1979155,Calhoun County,2180,136,8,Calhoun County School District,FL,2020-09-12,,,,,9,9,http://calhounflschools.org/2020/9/covid-19-update
1200240,26.8689745,-081.9412782,Charlotte County,16008,875,26,Charlotte County School District,FL,2020-09-12,,2,,1,3,3,https://www.yourcharlotteschools.net/domain/5078
1200270,28.8436402,-082.5248099,Citrus County,15470,929,26,Citrus County School District,FL,2020-09-12,31,31,18,18,,,https://www.citrusschools.org/citrus_cares__school_reopening_plan/c_o_v_i_d-19_tracker
1200300,29.9865835,-081.8650364,Clay County,38284,2475,52,Clay County School District,FL,2020-09-01,,,,,2,2,https://www.news4jax.com/news/local/2020/09/10/clay-parent-wants-answers-after-student-exposed-to-covid-19-on-first-day-of-school/
1200330,26.1187860,-081.4009553,Collier County,47436,2703,70,Collier County School District,FL,2020-09-01,,,,,,,
1200360,30.2216509,-082.6233712,Columbia County,10149,595,19,Columbia County School District,FL,2020-09-01,,,,,,,
1200390,25.6105799,-080.4970989,Miami-Dade County,350434,18252,516,Dade County School District,FL,2020-09-01,,,,,,,
1200420,27.1905809,-081.8062531,DeSoto County,4924,246,11,DeSoto County School District,FL,2020-09-01,,,,,,,
1200450,29.5808994,-083.1956656,Dixie County,2228,117,10,Dixie County School District,FL,2020-09-01,,,,,,,
1200480,30.3352449,-081.6481132,Duval County,130229,7067,203,Duval County School District,FL,2020-09-12,33,33,13,13,,,https://c19sitdash.azurewebsites.net/
1200510,30.6116382,-087.3388996,Escambia County,39973,2376,69,Escambia County School District,FL,2020-09-01,,,,,,,
1200540,29.4748909,-081.2862532,Flagler County,12980,698,14,Flagler County School District,FL,2020-09-01,,,,,,,
1200570,29.8101756,-084.7991742,Franklin County,1315,81,5,Franklin County School District,FL,2020-09-01,,,,,,,
1200600,30.5786866,-084.6126072,Gadsden County,5237,348,18,Gadsden County School District,FL,2020-09-01,,,,,,,
1200630,29.7234556,-082.7958011,Gilchrist County,2752,168,8,Gilchrist County School District,FL,2020-09-01,,,,,,,
1200660,26.9548102,-081.1908197,Glades County,1756,135,9,Glades County School District,FL,2020-09-01,,,,,,,
1200690,29.9072571,-085.2565366,Gulf County,1956,112,6,Gulf County School District,FL,2020-09-01,,,,,,,
1200720,30.4911868,-082.9510714,Hamilton County,1610,84,8,Hamilton County School District,FL,2020-09-07,1,1,,,2,2,https://www.hamiltonfl.com/2020/8/covid-19-coronavirus-press-release
1200750,27.4928458,-081.8215798,Hardee County,5080,273,12,Hardee County School District,FL,2020-09-01,,,,,,,
1200780,26.5399670,-081.1521142,Hendry County,7266,407,17,Hendry County School District,FL,2020-09-12,1,1,2,2,,,https://www.hendry-schools.org/Page/1
1200810,28.5730426,-082.4662272,Hernando County,22807,1330,33,Hernando County School District,FL,2020-09-12,2,3,4,9,,,https://www.hernandoschools.org/our-district/covid-19-reporting
1200840,27.3410799,-081.3423534,Highlands County,12333,677,24,Highlands County School District,FL,2020-09-01,,,,,,,
1200870,27.9066072,-082.3497186,Hillsborough County,220252,13191,300,Hillsborough County School District,FL,2020-09-12,29,94,59,158,,,https://hillsboroughschools.org/doc/2744/school-reopening-plan/frequently-asked-questions/coviddash/
1200900,30.8620072,-085.8159385,Holmes County,3276,207,10,Holmes County School District,FL,2020-09-09,,,,,,,
1200930,27.7005283,-080.5747894,Indian River County,17860,1034,29,Indian River County School District,FL,2020-09-03,5,5,,,,,https://www.tcpalm.com/story/news/education/2020/09/08/17-indiantown-middle-students-quarantine-because-covid-19/5747359002/
1200960,30.7892485,-085.2088141,Jackson County,6471,405,22,Jackson County School District,FL,2020-09-01,,,,,,,
1200990,30.4245577,-083.8908594,Jefferson County,769,54,6,Jefferson County School District,FL,2020-09-01,,,,,,,
1201020,29.9900661,-083.1785097,Lafayette County,1228,68,6,Lafayette County School District,FL,2020-09-01,,,,,,,
1201050,28.7641128,-081.7122822,Lake County,43941,2515,61,Lake County School District,FL,2020-09-01,,,,,,,
1201080,26.5840711,-081.9281848,Lee County,94410,5267,119,Lee County School District,FL,2020-09-01,,,,,,,
1201110,30.4593104,-084.2778004,Leon County,33974,1939,56,Leon County School District,FL,2020-09-13,9,9,8,8,,,https://www.leonschools.net/
1201140,29.2844566,-082.7834620,Levy County,5508,298,16,Levy County School District,FL,2020-09-01,,,,,,,
1201170,30.2598494,-084.8685805,Liberty County,1318,68,9,Liberty County School District,FL,2020-09-01,,,,,,,
1201200,30.4472325,-083.4704159,Madison County,2617,163,12,Madison County School District,FL,2020-09-01,,,,,,,
1201230,27.4816825,-082.3687669,Manatee County,49301,2848,82,Manatee County School District,FL,2020-09-12,,,,,2,54,https://www.manateeschools.net/Page/10223
1201260,29.2028047,-082.0431004,Marion County,42913,2376,65,Marion County School District,FL,2020-09-01,,,,,,,
1201290,27.0836036,-080.3982011,Martin County,18624,1105,34,Martin County School District,FL,2020-09-08,,,,,,,https://www.tcpalm.com/story/news/education/2020/09/08/17-indiantown-middle-students-quarantine-because-covid-19/5747359002/
1201320,24.5897900,-082.1454500,Monroe County,8578,600,24,Monroe County School District,FL,2020-09-01,,,,,,,
1201350,30.6059629,-081.7650867,Nassau County,12118,721,20,Nassau County School District,FL,2020-09-12,8,13,1,6,,,https://www.nassau.k12.fl.us/domain/1097
1201380,30.6658510,-086.5941872,Okaloosa County,31855,1860,52,Okaloosa County School District,FL,2020-09-01,,,,,,,
1201410,27.3855924,-080.8873884,Okeechobee County,6481,348,17,Okeechobee County School District,FL,2020-09-01,,,,,,,
1201440,28.5143906,-081.3232839,Orange County,208203,11879,260,Orange County School District,FL,2020-09-12,29,44,8,70,7,7,https://www.ocps.net/cms/One.aspx?portalId=54703&pageId=1511140
1201470,28.0590267,-081.1393116,Osceola County,68554,3899,85,Osceola County School District,FL,2020-09-01,,,,,,,
1201500,26.6491257,-080.4483542,Palm Beach County,192533,11648,237,Palm Beach County School District,FL,2020-09-01,,,,,,,
1201530,28.3077107,-082.4648324,Pasco County,75048,4616,101,Pasco County School District,FL,2020-09-12,6,44,1,15,,,https://www.pasco.k12.fl.us/library/coronavirus/covid-19-archive.html
1201560,27.9031078,-082.7395188,Pinellas County,100948,7520,157,Pinellas County School District,FL,2020-09-12,6,27,6,29,,,https://www.pcsb.org/Page/34025
1201590,27.9536488,-081.6935337,Polk County,101408,5793,164,Polk County School District,FL,2020-09-13,,,,,75,104,https://polkschoolsfl.com/covidschoolcommunications/
1201620,29.5938964,-081.7320389,Putnam County,10990,565,25,Putnam County School District,FL,2020-09-08,5,9,3,5,,,https://docs.google.com/document/d/e/2PACX-1vSHtmu4kWTKuR9Q59XNyU6VoLCIiJY-r_fxH9mVNjtJLWWU9OHFwVI4hbvd-bSqJF1CyfkvCCAQ4HnG/pub?
1201650,30.7012689,-087.0128900,Santa Rosa County,28475,1648,40,Santa Rosa County School District,FL,2020-09-01,,,,,,,
1201680,27.1843855,-082.3658351,Sarasota County,43111,2898,62,Sarasota County School District,FL,2020-09-12,7,14,,,,,https://app.powerbi.com/view?r=eyJrIjoiZWVhYTY2NzctOTQ3ZS00MWQwLTkzYTktMzcwYTNiMzQ2M2Q3IiwidCI6ImI3NzFkYTEzLWQzMWQtNDc0NS05ZGE2LTNhMWNjODc0NTJkMSIsImMiOjF9
1201710,28.7257089,-081.2196197,Seminole County,68269,3572,76,Seminole County School District,FL,2020-09-12,,,,,34,34,https://www.scps.k12.fl.us/covid19/dashboard.stml
1201740,29.8904875,-081.4000404,St. Johns County,41897,2291,51,St. Johns County School District,FL,2020-09-12,23,34,6,10,,,https://www.stjohns.k12.fl.us/covid-19/
1201770,27.3798137,-080.4435357,St. Lucie County,41409,2345,50,St. Lucie County School District,FL,2020-09-01,16,16,2,2,,,https://www.tcpalm.com/story/news/education/2020/09/08/17-indiantown-middle-students-quarantine-because-covid-19/5747359002/
1201800,28.7141008,-082.0743472,Sumter County,8836,519,13,Sumter County School District,FL,2020-09-01,,,,,,,
1201830,30.1892438,-082.9927542,Suwannee County,5959,313,14,Suwannee County School District,FL,2020-09-01,,,,,,,
1201860,30.0099084,-083.6094825,Taylor County,2782,158,11,Taylor County School District,FL,2020-09-12,2,24,1,6,,,https://www.taylor.k12.fl.us/coronavirus
1201890,30.0542796,-082.3669180,Union County,2347,158,8,Union County School District,FL,2020-09-01,,,,,,,
1201920,29.0577690,-081.1617920,Volusia County,63223,3756,92,Volusia County School District,FL,2020-09-12,11,21,5,18,,,https://www.vcsedu.org/reopening-roadmap/covid-19-data-dashboard
1201950,30.1394320,-084.3748463,Wakulla County,5057,320,14,Wakulla County School District,FL,2020-09-01,,,,,,,
1201980,30.6312106,-086.1766139,Walton County,9824,568,23,Walton County School District,FL,2020-09-01,,,,,,,
1202010,30.6022166,-085.6627968,Washington County,3447,211,11,Washington County School District,FL,2020-09-01,,,,,,,
1300001,33.0344820,-085.0283600,Troup County,12115,801,19,Troup County School District,GA,2020-09-01,0,0,0,0,,,
1300002,32.4004755,-084.8022711,,,,,Fort Benning Schools,GA,2020-09-01,0,0,0,0,,,
1300003,31.9868975,-081.6265693,,,,,Fort Stewart School District,GA,2020-09-01,0,0,0,0,,,
1300060,31.7397120,-082.2901025,Appling County,3585,248,6,Appling County School District,GA,2020-09-01,0,0,0,0,,,
1300090,31.2968056,-082.8781511,Atkinson County,1693,114,4,Atkinson County School District,GA,2020-09-01,0,0,0,0,,,
1300120,33.7619108,-084.4230200,Fulton County,52377,4009,87,Atlanta City School District,GA,2020-09-01,0,0,0,0,,,
1300150,31.5502095,-082.4514325,Bacon County,2141,147,4,Bacon County School District,GA,2020-09-01,0,0,0,0,,,
1300180,31.3195798,-084.4548812,Baker County,281,31,1,Baker County School District,GA,2020-09-01,0,0,0,0,,,
1300210,33.0594897,-083.2554566,Baldwin County,5137,344,6,Baldwin County School District,GA,2020-09-01,0,0,0,0,,,
1300240,34.3519216,-083.4984409,Banks County,2750,204,4,Banks County School District,GA,2020-09-01,0,0,0,0,,,
1300290,33.9920094,-083.7123025,Barrow County,14057,970,15,Barrow County School District,GA,2020-09-01,0,0,0,0,,,
1300330,34.2433633,-084.8452474,Bartow County,13432,887,19,Bartow County School District,GA,2020-09-01,0,0,0,0,,,
1300360,31.7591045,-083.2159655,Ben Hill County,3125,212,5,Ben Hill County School District,GA,2020-09-01,0,0,0,0,,,
1300390,31.2886522,-083.2278695,Berrien County,3161,206,5,Berrien County School District,GA,2020-09-01,0,0,0,0,,,
1300420,32.8088446,-083.6941941,Bibb County,23877,1654,34,Bibb County School District,GA,2020-09-01,0,0,0,0,,,
1300440,32.4354034,-083.3317174,Bleckley County,2568,173,5,Bleckley County School District,GA,2020-09-01,0,0,0,0,,,
1300480,31.1973339,-081.9829779,Brantley County,3455,236,7,Brantley County School District,GA,2020-09-09,2,4,4,9,,,https://docs.google.com/spreadsheets/d/1tkkbOwVbuuyMS8SwaR43XCu831O6QIxNy48j5LdEPvo/edit#gid=0
1300510,33.7107648,-085.1518967,Haralson County,2296,141,4,Bremen City School District,GA,2020-09-01,0,0,0,0,,,
1300540,30.8229337,-083.5819054,Brooks County,2168,145,6,Brooks County School District,GA,2020-09-01,0,0,0,0,,,
1300570,31.9371034,-081.4050048,Bryan County,9634,605,10,Bryan County School District,GA,2020-09-01,0,0,0,0,,,
1300600,34.1200152,-083.9918287,Gwinnett County,4966,414,5,Buford City School District,GA,2020-09-01,0,0,0,0,,,
1300630,32.3917111,-081.7440210,Bulloch County,10646,692,15,Bulloch County School District,GA,2020-09-10,0,0,0,0,33,62,https://bcss-ga.schoolloop.com/pf4/cms2/view_page?d=x&group_id=1593847687616&vdid=ei21c1ul2knmna24
1300660,33.0601805,-082.0001638,Burke County,4158,326,5,Burke County School District,GA,2020-09-01,0,0,0,0,,,
1300690,33.2878552,-083.9569325,Butts County,3481,226,5,Butts County School District,GA,2020-09-01,0,0,0,0,,,
1300720,34.4997685,-084.9330500,Gordon County,4102,223,3,Calhoun City School District,GA,2020-09-01,0,0,0,0,,,
1300750,31.5212790,-084.6262895,Calhoun County,545,35,3,Calhoun County School District,GA,2020-09-01,0,0,0,0,,,
1300780,30.9133580,-081.6420193,Camden County,9350,584,12,Camden County School District,GA,2020-09-01,0,0,0,0,,,
1300810,32.4039497,-082.0712656,Candler County,2251,131,4,Candler County School District,GA,2020-09-01,,,,,,,
1300840,33.6186945,-085.0738540,Carroll County,15081,950,24,Carroll County School District,GA,2020-09-01,,,,,,,
1300870,33.5816900,-085.0839828,Carroll County,5275,309,4,Carrollton City School District,GA,2020-09-01,,,,,,,
1300900,34.1633161,-084.8010657,Bartow County,4540,266,4,Cartersville City School District,GA,2020-09-01,,,,,,,
1300930,34.9002176,-085.1393857,Catoosa County,10753,775,16,Catoosa County School District,GA,2020-09-01,,,,,,,
1300990,30.7799036,-082.1396442,Charlton County,1721,109,4,Charlton County School District,GA,2020-09-01,,,,,,,
1301020,31.9804037,-081.0851840,Chatham County,37576,2663,57,Chatham County School District,GA,2020-09-01,,,,,,,
1301050,32.2725435,-084.7487963,Chattahoochee County,918,57,3,Chattahoochee County School District,GA,2020-09-01,,,,,,,
1301080,34.4742244,-085.3461294,Chattooga County,2713,188,5,Chattooga County School District,GA,2020-09-01,,,,,,,
1301110,34.2443166,-084.4750574,Cherokee County,42413,2742,36,Cherokee County School District,GA,2020-09-13,37,269,23,80,,,https://www.cherokeek12.net/Content2/covid-letters-archive
1301140,34.8774670,-085.2883505,Walker County,1315,81,3,Chickamauga City School District,GA,2020-09-01,,,,,,,
1301170,33.9521852,-083.3671522,Clarke County,13512,1152,21,Clarke County School District,GA,2020-09-04,,,,,9,36,https://www.clarke.k12.ga.us/domain/2610
1301200,31.6198309,-084.9925826,Clay County,202,20,2,Clay County School District,GA,2020-09-01,,,,,,,
1301230,33.5426863,-084.3555727,Clayton County,54840,3123,66,Clayton County School District,GA,2020-09-01,,,,,,,
1301260,30.9176531,-082.7026143,Clinch County,1352,91,3,Clinch County School District,GA,2020-09-01,,,,,,,
1301290,33.9103550,-084.5632949,Cobb County,111854,7319,111,Cobb County School District,GA,2020-09-01,,,,,,,
1301350,31.5492452,-082.8449401,Coffee County,7724,500,12,Coffee County School District,GA,2020-09-01,,,,,,,
1301380,31.1897075,-083.7697730,Colquitt County,9578,646,13,Colquitt County School District,GA,2020-09-01,,,,,,,
1301410,33.5476313,-082.2522957,Columbia County,27703,1683,31,Columbia County School District,GA,2020-09-01,,,,,,,
1301440,34.2142985,-083.4757128,Jackson County,1704,116,4,Commerce City School District,GA,2020-09-01,,,,,,,
1301470,31.1525157,-083.4294448,Cook County,3134,219,4,Cook County School District,GA,2020-09-01,,,,,,,
1301500,33.3528965,-084.7621381,Coweta County,22790,1475,28,Coweta County School District,GA,2020-09-01,,,,,,,
1301530,32.7094283,-083.9791874,Crawford County,1731,113,3,Crawford County School District,GA,2020-09-01,,,,,,,
1301560,31.9151485,-083.7535309,Crisp County,3951,259,5,Crisp County School District,GA,2020-09-01,,,,,,,
1301590,34.8524237,-085.5062006,Dade County,2178,147,4,Dade County School District,GA,2020-09-01,,,,,,,
1301620,34.7692219,-084.9704204,Whitfield County,7921,574,9,Dalton City School District,GA,2020-09-01,,,,,,,
1301650,34.4426077,-084.1732611,Dawson County,3590,245,7,Dawson County School District,GA,2020-09-01,,,,,,,
1301680,33.7714550,-084.2978566,DeKalb County,5734,406,9,Decatur City School District,GA,2020-09-01,,,,,,,
1301710,30.8806431,-084.5838902,Decatur County,5068,322,8,Decatur County School District,GA,2020-09-01,,,,,,,
1301740,33.7715940,-084.2219977,DeKalb County,99166,7052,130,DeKalb County School District,GA,2020-09-01,,,,,,,
1301770,32.1643690,-083.1678658,Dodge County,3083,215,5,Dodge County School District,GA,2020-09-01,,,,,,,
1301800,32.1519954,-083.8071670,Dooly County,1233,79,4,Dooly County School District,GA,2020-09-01,,,,,,,
1301830,31.5325876,-084.2090400,Dougherty County,14133,943,21,Dougherty School District,GA,2020-09-01,,,,,,,
1301860,33.7012421,-084.7673139,Douglas County,26555,1735,35,Douglas County School District,GA,2020-09-01,,,,,,,
1301870,32.5354711,-082.9288071,Laurens County,2363,159,5,Dublin City School District,GA,2020-09-01,,,,,,,
1301890,32.4609443,-082.9111706,Laurens County,6594,426,8,Laurens County School District,GA,2020-09-01,,,,,,,
1301920,31.3241906,-084.9067225,Early County,2015,168,3,Early County School District,GA,2020-09-01,,,,,,,
1301950,30.7140081,-082.8973758,Echols County,873,59,2,Echols County School District,GA,2020-09-01,,,,,,,
1301980,32.3616802,-081.3433720,Effingham County,12735,848,13,Effingham County School District,GA,2020-09-01,,,,,,,
1302010,34.1164130,-082.8419087,Elbert County,3047,199,5,Elbert County School District,GA,2020-09-01,,,,,,,
1302040,32.5910995,-082.2997628,Emanuel County,4284,293,6,Emanuel County School District,GA,2020-09-01,,,,,,,
1302070,32.1716095,-081.9022402,Evans County,1897,113,4,Evans County School District,GA,2020-09-01,,,,,,,
1302100,34.8665427,-084.3173308,Fannin County,2991,211,5,Fannin County School District,GA,2020-09-01,,,,,,,
1302130,33.4127172,-084.4939407,Fayette County,20315,1414,24,Fayette County School District,GA,2020-09-01,,,,,,,
1302190,34.3345770,-085.2324136,Floyd County,9653,671,17,Floyd County School District,GA,2020-09-01,,,,,,,
1302220,34.2251430,-084.1274075,Forsyth County,49346,3018,38,Forsyth County School District,GA,2020-09-01,,,,,,,
1302250,34.3752657,-083.2275325,Franklin County,3609,260,6,Franklin County School District,GA,2020-09-01,,,,,,,
1302280,33.9074197,-084.4431786,Fulton County,94491,6370,107,Fulton County School District,GA,2020-09-01,,,,,,,
1302310,34.2896583,-083.8298926,Hall County,8042,514,8,Gainesville City School District,GA,2020-09-01,,,,,,,
1302340,34.6905055,-084.4546244,Gilmer County,4194,274,5,Gilmer County School District,GA,2020-09-01,,,,,,,
1302370,33.2274908,-082.6069126,Glascock County,572,42,2,Glascock County School District,GA,2020-09-01,,,,,,,
1302400,31.2127098,-081.4964503,Glynn County,13290,899,17,Glynn County School District,GA,2020-09-01,,,,,,,
1302430,34.5096669,-084.8738622,Gordon County,6671,457,10,Gordon County School District,GA,2020-09-01,,,,,,,
1302460,30.8759076,-084.2450803,Grady County,4669,321,7,Grady County School District,GA,2020-09-01,,,,,,,
1302490,33.5767403,-083.1666127,Greene County,2601,216,5,Greene County School District,GA,2020-09-01,,,,,,,
1302520,33.2623481,-084.2849046,Spalding County,10353,684,18,Spalding County School District,GA,2020-09-01,,,,,,,
1302550,33.9552398,-084.0245887,Gwinnett County,179758,11382,139,Gwinnett County School District,GA,2020-09-01,,,,,,,
1302580,34.6343924,-083.5258749,Habersham County,6928,493,14,Habersham County School District,GA,2020-09-01,,,,,,,
1302610,34.3421364,-083.7817519,Hall County,27057,1760,37,Hall County School District,GA,2020-09-01,,,,,,,
1302640,33.2692195,-083.0004653,Hancock County,838,94,3,Hancock County School District,GA,2020-09-01,,,,,,,
1302670,33.7951646,-085.2200629,Haralson County,3360,255,7,Haralson County School District,GA,2020-09-01,,,,,,,
1302700,32.7315494,-084.9124320,Harris County,5448,340,7,Harris County School District,GA,2020-09-01,,,,,,,
1302730,34.3487328,-082.9632900,Hart County,3564,230,5,Hart County School District,GA,2020-09-01,,,,,,,
1302790,33.2913469,-085.1378862,Heard County,2109,142,5,Heard County School District,GA,2020-09-01,,,,,,,
1302820,33.4529466,-084.1540207,Henry County,42621,2657,50,Henry County School District,GA,2020-09-01,,,,,,,
1302880,32.4582875,-083.6625217,Houston County,29770,1897,37,Houston County School District,GA,2020-09-01,,,,,,,
1302910,31.6043062,-083.2770374,Irwin County,1719,127,3,Irwin County School District,GA,2020-09-01,,,,,,,
1302940,34.1309052,-083.5625568,Jackson County,7938,519,10,Jackson County School District,GA,2020-09-11,,,,,24,36,https://www.jacksonschoolsga.org/weekly-covid-19-status-report/
1302970,33.3169807,-083.6891515,Jasper County,2380,159,4,Jasper County School District,GA,2020-09-01,,,,,,,
1303000,31.8116153,-082.6368248,Jeff Davis County,3099,200,4,Jeff Davis County School District,GA,2020-09-01,,,,,,,
1303030,34.1362390,-083.6021566,Jackson County,3832,245,4,Jefferson City School District,GA,2020-09-01,,,,,,,
1303060,33.0581756,-082.4200036,Jefferson County,2485,192,5,Jefferson County School District,GA,2020-09-01,,,,,,,
1303090,32.7945631,-081.9715244,Jenkins County,1163,95,3,Jenkins County School District,GA,2020-09-01,,,,,,,
1303120,32.6945842,-082.6639696,Johnson County,1122,78,3,Johnson County School District,GA,2020-09-01,,,,,,,
1303150,33.0216636,-083.5621958,Jones County,5301,356,7,Jones County School District,GA,2020-09-01,,,,,,,
1303210,33.0744405,-084.1466893,Lamar County,2675,169,4,Lamar County School District,GA,2020-09-01,,,,,,,
